y	x1	x2	x3
9,73146164548448	16,8539034789581	29,6734181833424	-21,3978535579066
8,64309693532839	20,523664398979	78,8703126561819	-94,5956324630262
16,1026271884717	23,2262192517365	56,9558525640962	-143,051653653991
-14,2512915397296	18,7448599359584	315,07159761765	225,354499958418
46,0146574992367	32,4320782378156	29,292238934436	113,727355754346
34,137611719308	24,8886400863793	18,6123945651707	-65,6221193134271
45,4206276114928	32,043380518038	39,9082407732306	68,7451833449662
20,2462902272812	19,4623379030567	24,7424326123896	-153,814450697245
27,2032112591392	28,9745083495952	115,379448357232	-235,853648199574
55,9004034903099	39,9083570167999	100,276677573347	34,2727372087431
