x1	x2	x3
16,8539034789581	29,6734181833424	-21,3978535579066
20,523664398979	78,8703126561819	-94,5956324630262
23,2262192517365	56,9558525640962	-143,051653653991
18,7448599359584	315,07159761765	225,354499958418
32,4320782378156	29,292238934436	113,727355754346
24,8886400863793	18,6123945651707	-65,6221193134271
32,043380518038	39,9082407732306	68,7451833449662
19,4623379030567	24,7424326123896	-153,814450697245
28,9745083495952	115,379448357232	-235,853648199574
39,9083570167999	100,276677573347	34,2727372087431
